# X y (dataset 3)
-4.978679717845562180e-01 7.903221564444457004e-01
1.321946960652948810e+00 -1.042766697278881827e-01
-2.999313751095930680e+00 5.632274840734209143e+00
-1.186004564208961387e+00 1.404304098975895254e+00
-2.119464655097321959e+00 1.847553287685946177e+00
-2.445968431387213204e+00 4.281877763080343513e+00
-1.882438731733974580e+00 2.298950202354783645e-01
-9.266356377417137580e-01 -6.265458530290182182e-01
-6.193951546159803812e-01 3.855654446605946695e-01
2.329004040201416714e-01 2.309867120794620643e+00
-4.848329135802309509e-01 5.729566543650674859e-01
1.111317002380556751e+00 3.735037832752875264e+00
-1.773286501610895405e+00 -9.215802594043718265e-01
2.268704618345672941e+00 5.946779754804825124e+00
-2.835674440812443020e+00 5.293268087910463215e+00
1.022805061070413579e+00 5.560146220468014988e+00
-4.961711857972384010e-01 2.559123891752633106e+00
3.521389706745097214e-01 2.125675232284655269e+00
-2.157678368428597615e+00 7.731702091883980721e-01
-1.811391065490727259e+00 -7.738183200582111620e-01
1.804467412053219810e+00 5.615092076246355646e+00
2.809569454316385162e+00 5.176198387826568492e+00
-1.119454931044542967e+00 -9.493080932609052613e-01
1.153935694015884472e+00 3.676713053064179615e+00
2.258334913776229413e+00 3.947286178589997085e+00
2.367639981023083706e+00 6.616122416166609455e+00
-2.489734731781332755e+00 2.083991788478682938e+00
-2.765671300602705607e+00 7.030753578856717034e+00
-1.981017482612586589e+00 1.750754693331150191e+00
2.268855020576478587e+00 6.378870631613655640e+00
-2.409918997001699204e+00 3.932205072932855039e-01
-4.733542499696872241e-01 5.306039299335156834e-01
2.747337180903011600e+00 6.565587864196674062e+00
1.989917098381024374e-01 -4.915888371837498494e-01
1.151262683702840128e+00 3.051318688796478718e+00
-1.106906213963622321e+00 -1.969058307357333115e-01
1.119005566089501968e+00 7.675659531489871235e-01
2.007754031384237692e+00 5.638012573913323777e+00
-2.890270335934848944e+00 7.124697743673058525e+00
1.500865889669804609e+00 2.563787074597169813e+00
2.933166533438968493e+00 5.560308408834025329e+00
1.488993926279036373e+00 1.636659293670664539e+00
-1.317336047613568928e+00 -2.728582146171439904e-01
1.735675970708930649e+00 1.438880963298289295e+00
-2.380643960534147840e+00 4.688334806633896790e+00
-3.126388429445690065e-01 1.249034481254407414e+00
2.451573018558573125e+00 5.175399927444525261e+00
-1.238315109757923027e+00 -1.785525678814460893e+00
-1.273347968481907566e+00 2.327679837397885532e+00
-2.219828567290333954e+00 5.692994180214906663e+00
-2.883798252778217552e+00 1.670213293219434902e+00
1.073013197639346217e+00 5.885177716829587347e+00
-1.730231303999645753e+00 3.586637602695425642e+00
-1.406720043766642725e+00 5.479399035252745520e-01
-5.056104431797026066e-02 -1.498347629898902467e+00
-2.679824729297517472e+00 5.769035379895623095e+00
4.447056329520782114e-01 1.604465620599793807e+00
-2.119628550565138880e+00 1.800943770805458755e-01
5.358332214197054633e-01 -2.833529469722582128e-01
1.198550160125586572e+00 4.786000491366313447e+00
-2.385993427033044956e+00 4.055953243866428082e+00
-5.156640730825898800e-01 -1.111154901646420168e+00
1.166400946366470848e+00 4.657480604344346631e+00
-5.149243828385841049e-01 -2.151825305615380657e+00
-2.700279246323477267e+00 5.771194512343916116e+00
2.153784354930694533e-01 1.544587666329937159e+00
9.827678713187326665e-01 2.838015209341765210e+00
8.933467234985137395e-02 9.789897035428336558e-01
2.667568535944879748e+00 6.885317995738727603e+00
5.193302430119572932e-01 3.639319368255619302e+00
2.420411491727301190e+00 6.284019824345890015e+00
-2.175151775122574627e+00 1.863557366878828780e+00
-2.164341916495448714e+00 1.703794183875638524e+00
1.844347732257142880e+00 6.057823399128401398e+00
-6.139389780867983148e-01 4.834233305428131677e-01
-2.007874817298403336e+00 2.388851413203910479e+00
2.565051482376203396e+00 4.580431899385224881e+00
-9.134048415269608867e-01 -5.088815675000835981e+00
1.504872618816933461e+00 6.367715957393751403e+00
1.355987912102708748e+00 8.381971892728600437e+00
2.299836547234859196e+00 6.085924506365758546e+00
7.420332423336533090e-01 2.456919335325293829e+00
1.505654604164023525e+00 4.018589452961716546e+00
-9.066099481329450427e-01 -4.540623653937733706e-01
-1.380432649409843560e+00 -1.156131855320071677e-01
2.375317309176400826e+00 2.977199680837335993e+00
-4.314528607722305509e-01 -7.839399448819541760e-01
2.789040282890313804e+00 3.049590983647035181e+00
9.806489869106886914e-01 3.703966739451045598e+00
7.301743212547306960e-01 2.036319668991454890e+00
-2.311524162279749106e+00 3.126647887158791050e+00
2.696935552242427647e+00 4.777181330332279430e+00
-3.005271991203568582e-01 2.423559924620845241e+00
4.703376863227903826e-01 2.452340208516748277e+00
-5.511791834323132022e-01 4.472802188420854641e+00
-1.577838118541833756e+00 -3.721575673512417470e+00
2.420277123373522521e+00 3.931252198813775856e+00
4.420769200337151261e-01 3.763244630462503348e+00
-2.982778037813046179e+00 1.117399556862202381e+01
7.028694817243432702e-01 2.068673298936201554e+00
